Target orbit,
Apoapsis,8278801
Periapsis,7345129
Inclination,0.0
LAN,0.0
AOP,85.4
Initial orbit,
Apoapsis,115208
Periapsis,112108
Periapsis time,2475750
Inclination,1.7
LAN,89.6
AOP,111.1
Gravitational constant,3532000000000
Radius,600000
Forbidden times,
2474230,
2481864,
2482776,
2491042,
2491772,
2492474,
2493131,
2494138,
2495223,
2495358,
2498521,
2506635,
2507772,
2514285,
2529349,
2542690,
2547947,
2549701,
2550267,
2552051,
2552752,
2559031,
2560612,
2596560,
2606997,
